,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
292,0.84484375,9.433873,480.0,4,1,16,1,BrainInvaders2013a,HODA
293,0.93140626,2.967601,480.0,4,2,16,1,BrainInvaders2013a,HODA
294,0.9025,2.981218,480.0,4,3,16,1,BrainInvaders2013a,HODA
295,0.88,2.0825894,480.0,4,4,16,1,BrainInvaders2013a,HODA
296,0.9034375,1.6625458,480.0,4,5,16,1,BrainInvaders2013a,HODA
297,0.94703126,1.8524731,480.0,4,6,16,1,BrainInvaders2013a,HODA
298,0.9103125,1.5722405,480.0,4,7,16,1,BrainInvaders2013a,HODA
299,0.8859375,61.3403,480.0,4,0,16,1,BrainInvaders2013a,PARAFACDA
300,0.87359375,23.4948,480.0,4,1,16,1,BrainInvaders2013a,PARAFACDA
301,0.9246875,18.006454,480.0,4,2,16,1,BrainInvaders2013a,PARAFACDA
302,0.90203124,19.664871,480.0,4,3,16,1,BrainInvaders2013a,PARAFACDA
303,0.9014062,18.866089,480.0,4,4,16,1,BrainInvaders2013a,PARAFACDA
304,0.9064062,18.658733,480.0,4,5,16,1,BrainInvaders2013a,PARAFACDA
305,0.94640625,17.879662,480.0,4,6,16,1,BrainInvaders2013a,PARAFACDA
306,0.916875,19.559072,480.0,4,7,16,1,BrainInvaders2013a,PARAFACDA
307,0.908125,58.291485,480.0,4,0,16,1,BrainInvaders2013a,BTTDA
308,0.8623437,27.80415,480.0,4,1,16,1,BrainInvaders2013a,BTTDA
309,0.93890625,13.405606,480.0,4,2,16,1,BrainInvaders2013a,BTTDA
310,0.9015625,18.62505,480.0,4,3,16,1,BrainInvaders2013a,BTTDA
311,0.9078125,24.092367,480.0,4,4,16,1,BrainInvaders2013a,BTTDA
312,0.9084375,17.531866,480.0,4,5,16,1,BrainInvaders2013a,BTTDA
313,0.93828124,17.75908,480.0,4,6,16,1,BrainInvaders2013a,BTTDA
314,0.8953125,19.351192,480.0,4,7,16,1,BrainInvaders2013a,BTTDA
315,0.8670313,42.71103,480.0,5,0,16,1,BrainInvaders2013a,HODA
316,0.9321875,5.9539638,480.0,5,1,16,1,BrainInvaders2013a,HODA
317,0.93296874,2.1827993,480.0,5,2,16,1,BrainInvaders2013a,HODA
318,0.90671873,2.4438174,480.0,5,3,16,1,BrainInvaders2013a,HODA
319,0.9665625,2.1141694,480.0,5,4,16,1,BrainInvaders2013a,HODA
320,0.9271875,2.2129183,480.0,5,5,16,1,BrainInvaders2013a,HODA
321,0.96515626,4.539694,480.0,5,6,16,1,BrainInvaders2013a,HODA
322,0.9170312,1.4543942,480.0,5,7,16,1,BrainInvaders2013a,HODA
323,0.9075,56.389194,480.0,5,0,16,1,BrainInvaders2013a,PARAFACDA
324,0.96015626,17.14768,480.0,5,1,16,1,BrainInvaders2013a,PARAFACDA
325,0.92015624,15.711649,480.0,5,2,16,1,BrainInvaders2013a,PARAFACDA
326,0.93046874,15.972766,480.0,5,3,16,1,BrainInvaders2013a,PARAFACDA
327,0.97734374,15.753456,480.0,5,4,16,1,BrainInvaders2013a,PARAFACDA
328,0.93921876,19.077131,480.0,5,5,16,1,BrainInvaders2013a,PARAFACDA
329,0.970625,14.786912,480.0,5,6,16,1,BrainInvaders2013a,PARAFACDA
330,0.95171875,18.657684,480.0,5,7,16,1,BrainInvaders2013a,PARAFACDA
331,0.9015625,57.75869,480.0,5,0,16,1,BrainInvaders2013a,BTTDA
332,0.9703125,17.986618,480.0,5,1,16,1,BrainInvaders2013a,BTTDA
333,0.93328124,15.372836,480.0,5,2,16,1,BrainInvaders2013a,BTTDA
334,0.93671876,17.538412,480.0,5,3,16,1,BrainInvaders2013a,BTTDA
