,dataset,subject,session,run,fold,n_blocks,roc_auc_score
1844,009-2014,6,session_0,run_0,0,5,0.9500000000000001
1845,009-2014,6,session_0,run_0,0,6,0.9484374999999999
1846,009-2014,6,session_0,run_0,0,7,0.9385416666666667
1847,009-2014,6,session_0,run_0,0,8,0.9338541666666668
1848,009-2014,6,session_0,run_0,0,9,0.9333333333333333
1849,009-2014,6,session_0,run_0,0,10,0.9265625
1850,009-2014,6,session_0,run_0,0,11,0.925
1851,009-2014,6,session_0,run_0,0,12,0.9244791666666667
1852,009-2014,6,session_0,run_0,0,13,0.9307291666666666
1853,009-2014,6,session_0,run_0,0,14,0.9286458333333334
1854,009-2014,6,session_0,run_0,0,15,0.9286458333333334
1855,009-2014,6,session_0,run_0,0,16,0.9286458333333334
1856,009-2014,6,session_0,run_0,1,1,0.8700657894736842
1857,009-2014,6,session_0,run_0,1,2,0.868421052631579
1858,009-2014,6,session_0,run_0,1,3,0.8558114035087718
1859,009-2014,6,session_0,run_0,1,4,0.8273026315789473
1860,009-2014,6,session_0,run_0,1,5,0.8240131578947368
1861,009-2014,6,session_0,run_0,1,6,0.8344298245614035
1862,009-2014,6,session_0,run_0,1,7,0.8426535087719297
1863,009-2014,6,session_0,run_0,1,8,0.8426535087719298
1864,009-2014,6,session_0,run_0,1,9,0.8486842105263158
1865,009-2014,6,session_0,run_0,1,10,0.8547149122807017
1866,009-2014,6,session_0,run_0,1,11,0.8552631578947368
1867,009-2014,6,session_0,run_0,1,12,0.8492324561403508
1868,009-2014,6,session_0,run_0,1,13,0.8486842105263157
1869,009-2014,6,session_0,run_0,1,14,0.8464912280701755
1870,009-2014,6,session_0,run_0,1,15,0.8453947368421053
1871,009-2014,6,session_0,run_0,1,16,0.8475877192982457
1872,009-2014,6,session_0,run_0,2,1,0.9018640350877192
1873,009-2014,6,session_0,run_0,2,2,0.9248903508771928
1874,009-2014,6,session_0,run_0,2,3,0.9205043859649122
1875,009-2014,6,session_0,run_0,2,4,0.9205043859649122
1876,009-2014,6,session_0,run_0,2,5,0.912828947368421
1877,009-2014,6,session_0,run_0,2,6,0.9292763157894736
1878,009-2014,6,session_0,run_0,2,7,0.9353070175438597
1879,009-2014,6,session_0,run_0,2,8,0.9391447368421053
1880,009-2014,6,session_0,run_0,2,9,0.9385964912280702
1881,009-2014,6,session_0,run_0,2,10,0.9418859649122807
1882,009-2014,6,session_0,run_0,2,11,0.9413377192982456
1883,009-2014,6,session_0,run_0,2,12,0.9396929824561404
1884,009-2014,6,session_0,run_0,2,13,0.9391447368421053
1885,009-2014,6,session_0,run_0,2,14,0.9385964912280702
1886,009-2014,6,session_0,run_0,2,15,0.9375
1887,009-2014,6,session_0,run_0,2,16,0.9380482456140351
1888,009-2014,6,session_0,run_0,3,1,0.9172149122807016
1889,009-2014,6,session_0,run_0,3,2,0.9177631578947367
1890,009-2014,6,session_0,run_0,3,3,0.8908991228070174
1891,009-2014,6,session_0,run_0,3,4,0.9078947368421052
1892,009-2014,6,session_0,run_0,3,5,0.8941885964912281
1893,009-2014,6,session_0,run_0,3,6,0.9018640350877193
1894,009-2014,6,session_0,run_0,3,7,0.9144736842105263
1895,009-2014,6,session_0,run_0,3,8,0.9221491228070176
1896,009-2014,6,session_0,run_0,3,9,0.9216008771929824
1897,009-2014,6,session_0,run_0,3,10,0.9259868421052632
1898,009-2014,6,session_0,run_0,3,11,0.9259868421052632
1899,009-2014,6,session_0,run_0,3,12,0.9243421052631579
1900,009-2014,6,session_0,run_0,3,13,0.9265350877192982
1901,009-2014,6,session_0,run_0,3,14,0.925986842105263
1902,009-2014,6,session_0,run_0,3,15,0.9057017543859649
1903,009-2014,6,session_0,run_0,3,16,0.9057017543859649
1904,009-2014,6,session_0,run_0,4,1,0.8278508771929824
1905,009-2014,6,session_0,run_0,4,2,0.8591008771929824
1906,009-2014,6,session_0,run_0,4,3,0.8914473684210527
1907,009-2014,6,session_0,run_0,4,4,0.8991228070175439
1908,009-2014,6,session_0,run_0,4,5,0.8832236842105263
1909,009-2014,6,session_0,run_0,4,6,0.881030701754386
1910,009-2014,6,session_0,run_0,4,7,0.8843201754385964
1911,009-2014,6,session_0,run_0,4,8,0.8821271929824561
1912,009-2014,6,session_0,run_0,4,9,0.8760964912280701
1913,009-2014,6,session_0,run_0,4,10,0.8766447368421052
1914,009-2014,6,session_0,run_0,4,11,0.8788377192982456
1915,009-2014,6,session_0,run_0,4,12,0.8793859649122806
1916,009-2014,6,session_0,run_0,4,13,0.8843201754385964
1917,009-2014,6,session_0,run_0,4,14,0.8843201754385965
1918,009-2014,6,session_0,run_0,4,15,0.881578947368421
1919,009-2014,6,session_0,run_0,4,16,0.8826754385964912
1920,009-2014,6,session_1,run_0,0,1,0.9557291666666666
1921,009-2014,6,session_1,run_0,0,2,0.9421875
1922,009-2014,6,session_1,run_0,0,3,0.9286458333333333
1923,009-2014,6,session_1,run_0,0,4,0.9369791666666667
1924,009-2014,6,session_1,run_0,0,5,0.9187500000000001
1925,009-2014,6,session_1,run_0,0,6,0.9171875
1926,009-2014,6,session_1,run_0,0,7,0.9166666666666667
1927,009-2014,6,session_1,run_0,0,8,0.9161458333333334
1928,009-2014,6,session_1,run_0,0,9,0.9046875
1929,009-2014,6,session_1,run_0,0,10,0.9078125
1930,009-2014,6,session_1,run_0,0,11,0.9088541666666666
1931,009-2014,6,session_1,run_0,0,12,0.9052083333333333
1932,009-2014,6,session_1,run_0,0,13,0.9046875
1933,009-2014,6,session_1,run_0,0,14,0.9046875
1934,009-2014,6,session_1,run_0,0,15,0.9046875
1935,009-2014,6,session_1,run_0,0,16,0.909375
1936,009-2014,6,session_1,run_0,1,1,0.9512061403508771
1937,009-2014,6,session_1,run_0,1,2,0.9385964912280702
1938,009-2014,6,session_1,run_0,1,3,0.9364035087719298
1939,009-2014,6,session_1,run_0,1,4,0.9369517543859649
1940,009-2014,6,session_1,run_0,1,5,0.9418859649122806
1941,009-2014,6,session_1,run_0,1,6,0.944078947368421
1942,009-2014,6,session_1,run_0,1,7,0.9435307017543859
1943,009-2014,6,session_1,run_0,1,8,0.9446271929824561
1944,009-2014,6,session_1,run_0,1,9,0.9473684210526316
1945,009-2014,6,session_1,run_0,1,10,0.9451754385964912
1946,009-2014,6,session_1,run_0,1,11,0.944078947368421
1947,009-2014,6,session_1,run_0,1,12,0.944078947368421
1948,009-2014,6,session_1,run_0,1,13,0.944078947368421
1949,009-2014,6,session_1,run_0,1,14,0.9446271929824561
1950,009-2014,6,session_1,run_0,1,15,0.9446271929824561
1951,009-2014,6,session_1,run_0,1,16,0.9446271929824561
1952,009-2014,6,session_1,run_0,2,1,0.9588815789473685
1953,009-2014,6,session_1,run_0,2,2,0.949013157894737
1954,009-2014,6,session_1,run_0,2,3,0.9259868421052633
1955,009-2014,6,session_1,run_0,2,4,0.9155701754385964
1956,009-2014,6,session_1,run_0,2,5,0.9172149122807017
1957,009-2014,6,session_1,run_0,2,6,0.9111842105263157
1958,009-2014,6,session_1,run_0,2,7,0.9095394736842106
1959,009-2014,6,session_1,run_0,2,8,0.8925438596491229
1960,009-2014,6,session_1,run_0,2,9,0.8925438596491229
1961,009-2014,6,session_1,run_0,2,10,0.8843201754385964
1962,009-2014,6,session_1,run_0,2,11,0.8854166666666667
1963,009-2014,6,session_1,run_0,2,12,0.8859649122807018
1964,009-2014,6,session_1,run_0,2,13,0.8870614035087719
1965,009-2014,6,session_1,run_0,2,14,0.8865131578947368
1966,009-2014,6,session_1,run_0,2,15,0.8865131578947368
1967,009-2014,6,session_1,run_0,2,16,0.8848684210526315
1968,009-2014,6,session_1,run_0,3,1,0.9248903508771931
1969,009-2014,6,session_1,run_0,3,2,0.9479166666666666
1970,009-2014,6,session_1,run_0,3,3,0.9446271929824561
1971,009-2014,6,session_1,run_0,3,4,0.9391447368421053
1972,009-2014,6,session_1,run_0,3,5,0.9468201754385965
1973,009-2014,6,session_1,run_0,3,6,0.9512061403508772
1974,009-2014,6,session_1,run_0,3,7,0.9468201754385965
1975,009-2014,6,session_1,run_0,3,8,0.955592105263158
1976,009-2014,6,session_1,run_0,3,9,0.9435307017543859
1977,009-2014,6,session_1,run_0,3,10,0.9457236842105263
1978,009-2014,6,session_1,run_0,3,11,0.9446271929824561
1979,009-2014,6,session_1,run_0,3,12,0.9457236842105263
1980,009-2014,6,session_1,run_0,3,13,0.9468201754385965
1981,009-2014,6,session_1,run_0,3,14,0.9451754385964912
1982,009-2014,6,session_1,run_0,3,15,0.9457236842105263
1983,009-2014,6,session_1,run_0,3,16,0.9413377192982456
1984,009-2014,6,session_1,run_0,4,1,0.849780701754386
1985,009-2014,6,session_1,run_0,4,2,0.894188596491228
1986,009-2014,6,session_1,run_0,4,3,0.899671052631579
1987,009-2014,6,session_1,run_0,4,4,0.8980263157894737
1988,009-2014,6,session_1,run_0,4,5,0.906798245614035
1989,009-2014,6,session_1,run_0,4,6,0.9084429824561403
1990,009-2014,6,session_1,run_0,4,7,0.9013157894736842
1991,009-2014,6,session_1,run_0,4,8,0.9024122807017544
1992,009-2014,6,session_1,run_0,4,9,0.900219298245614
1993,009-2014,6,session_1,run_0,4,10,0.8974780701754386
1994,009-2014,6,session_1,run_0,4,11,0.8991228070175439
1995,009-2014,6,session_1,run_0,4,12,0.8991228070175439
1996,009-2014,6,session_1,run_0,4,13,0.8980263157894737
1997,009-2014,6,session_1,run_0,4,14,0.8980263157894737
1998,009-2014,6,session_1,run_0,4,15,0.8980263157894737
1999,009-2014,6,session_1,run_0,4,16,0.8985745614035088
2000,009-2014,6,session_2,run_0,0,1,0.928125
2001,009-2014,6,session_2,run_0,0,2,0.9578125
2002,009-2014,6,session_2,run_0,0,3,0.9666666666666667
2003,009-2014,6,session_2,run_0,0,4,0.9562499999999999
2004,009-2014,6,session_2,run_0,0,5,0.9703124999999999
2005,009-2014,6,session_2,run_0,0,6,0.9572916666666667
2006,009-2014,6,session_2,run_0,0,7,0.9578125
2007,009-2014,6,session_2,run_0,0,8,0.9536458333333333
2008,009-2014,6,session_2,run_0,0,9,0.9473958333333333
2009,009-2014,6,session_2,run_0,0,10,0.9489583333333333
2010,009-2014,6,session_2,run_0,0,11,0.9453125
2011,009-2014,6,session_2,run_0,0,12,0.9453125
2012,009-2014,6,session_2,run_0,0,13,0.9453125
2013,009-2014,6,session_2,run_0,0,14,0.9453124999999999
2014,009-2014,6,session_2,run_0,0,15,0.9479166666666666
2015,009-2014,6,session_2,run_0,0,16,0.9453125
2016,009-2014,6,session_2,run_0,1,1,0.9523026315789475
2017,009-2014,6,session_2,run_0,1,2,0.9468201754385965
2018,009-2014,6,session_2,run_0,1,3,0.9435307017543859
2019,009-2014,6,session_2,run_0,1,4,0.9298245614035088
2020,009-2014,6,session_2,run_0,1,5,0.9270833333333334
2021,009-2014,6,session_2,run_0,1,6,0.9287280701754386
2022,009-2014,6,session_2,run_0,1,7,0.9287280701754386
2023,009-2014,6,session_2,run_0,1,8,0.9265350877192983
2024,009-2014,6,session_2,run_0,1,9,0.9265350877192983
2025,009-2014,6,session_2,run_0,1,10,0.9270833333333334
2026,009-2014,6,session_2,run_0,1,11,0.9270833333333333
2027,009-2014,6,session_2,run_0,1,12,0.9314692982456141
2028,009-2014,6,session_2,run_0,1,13,0.9331140350877194
2029,009-2014,6,session_2,run_0,1,14,0.9320175438596492
2030,009-2014,6,session_2,run_0,1,15,0.9320175438596492
2031,009-2014,6,session_2,run_0,1,16,0.9292763157894737
2032,009-2014,6,session_2,run_0,2,1,0.9610745614035087
2033,009-2014,6,session_2,run_0,2,2,0.9588815789473684
2034,009-2014,6,session_2,run_0,2,3,0.9583333333333334
2035,009-2014,6,session_2,run_0,2,4,0.9561403508771931
2036,009-2014,6,session_2,run_0,2,5,0.9528508771929824
2037,009-2014,6,session_2,run_0,2,6,0.9479166666666666
2038,009-2014,6,session_2,run_0,2,7,0.9418859649122806
2039,009-2014,6,session_2,run_0,2,8,0.938048245614035
2040,009-2014,6,session_2,run_0,2,9,0.9331140350877193
2041,009-2014,6,session_2,run_0,2,10,0.9276315789473685
2042,009-2014,6,session_2,run_0,2,11,0.9243421052631579
2043,009-2014,6,session_2,run_0,2,12,0.925986842105263
2044,009-2014,6,session_2,run_0,2,13,0.9270833333333333
2045,009-2014,6,session_2,run_0,2,14,0.9265350877192982
2046,009-2014,6,session_2,run_0,2,15,0.9221491228070174
2047,009-2014,6,session_2,run_0,2,16,0.924890350877193
2048,009-2014,6,session_2,run_0,3,1,0.9298245614035088
2049,009-2014,6,session_2,run_0,3,2,0.9364035087719298
2050,009-2014,6,session_2,run_0,3,3,0.9155701754385964
2051,009-2014,6,session_2,run_0,3,4,0.919407894736842
2052,009-2014,6,session_2,run_0,3,5,0.9089912280701755
2053,009-2014,6,session_2,run_0,3,6,0.9067982456140351
2054,009-2014,6,session_2,run_0,3,7,0.9078947368421053
2055,009-2014,6,session_2,run_0,3,8,0.9095394736842105
2056,009-2014,6,session_2,run_0,3,9,0.9095394736842105
2057,009-2014,6,session_2,run_0,3,10,0.9007675438596491
2058,009-2014,6,session_2,run_0,3,11,0.900219298245614
2059,009-2014,6,session_2,run_0,3,12,0.8996710526315789
2060,009-2014,6,session_2,run_0,3,13,0.8980263157894737
2061,009-2014,6,session_2,run_0,3,14,0.9007675438596491
2062,009-2014,6,session_2,run_0,3,15,0.9007675438596491
2063,009-2014,6,session_2,run_0,3,16,0.9089912280701754
2064,009-2014,6,session_2,run_0,4,1,0.9418859649122806
2065,009-2014,6,session_2,run_0,4,2,0.974780701754386
2066,009-2014,6,session_2,run_0,4,3,0.9714912280701754
2067,009-2014,6,session_2,run_0,4,4,0.9632675438596492
2068,009-2014,6,session_2,run_0,4,5,0.9703947368421052
2069,009-2014,6,session_2,run_0,4,6,0.9758771929824561
2070,009-2014,6,session_2,run_0,4,7,0.975328947368421
2071,009-2014,6,session_2,run_0,4,8,0.9758771929824561
2072,009-2014,6,session_2,run_0,4,9,0.9769736842105263
2073,009-2014,6,session_2,run_0,4,10,0.9769736842105263
2074,009-2014,6,session_2,run_0,4,11,0.9731359649122807
2075,009-2014,6,session_2,run_0,4,12,0.9775219298245614
2076,009-2014,6,session_2,run_0,4,13,0.9797149122807018
2077,009-2014,6,session_2,run_0,4,14,0.9758771929824561
2078,009-2014,6,session_2,run_0,4,15,0.9725877192982456
2079,009-2014,6,session_2,run_0,4,16,0.9698464912280702
2080,009-2014,7,session_0,run_0,0,1,0.9697916666666667
2081,009-2014,7,session_0,run_0,0,2,0.9567708333333333
2082,009-2014,7,session_0,run_0,0,3,0.9536458333333333
2083,009-2014,7,session_0,run_0,0,4,0.9536458333333333
2084,009-2014,7,session_0,run_0,0,5,0.9588541666666667
2085,009-2014,7,session_0,run_0,0,6,0.9588541666666667
2086,009-2014,7,session_0,run_0,0,7,0.9609375
2087,009-2014,7,session_0,run_0,0,8,0.9458333333333333
2088,009-2014,7,session_0,run_0,0,9,0.9526041666666667
2089,009-2014,7,session_0,run_0,0,10,0.9468749999999999
2090,009-2014,7,session_0,run_0,0,11,0.946875
2091,009-2014,7,session_0,run_0,0,12,0.946875
2092,009-2014,7,session_0,run_0,0,13,0.9463541666666666
2093,009-2014,7,session_0,run_0,0,14,0.9447916666666666
2094,009-2014,7,session_0,run_0,0,15,0.9458333333333333
2095,009-2014,7,session_0,run_0,0,16,0.9453125
2096,009-2014,7,session_0,run_0,1,1,0.9353070175438596
2097,009-2014,7,session_0,run_0,1,2,0.9424342105263157
2098,009-2014,7,session_0,run_0,1,3,0.9413377192982455
2099,009-2014,7,session_0,run_0,1,4,0.9429824561403508
2100,009-2014,7,session_0,run_0,1,5,0.9451754385964912
2101,009-2014,7,session_0,run_0,1,6,0.9692982456140351
2102,009-2014,7,session_0,run_0,1,7,0.955592105263158
2103,009-2014,7,session_0,run_0,1,8,0.9566885964912281
2104,009-2014,7,session_0,run_0,1,9,0.9610745614035088
2105,009-2014,7,session_0,run_0,1,10,0.9616228070175439
2106,009-2014,7,session_0,run_0,1,11,0.9616228070175439
2107,009-2014,7,session_0,run_0,1,12,0.962719298245614
2108,009-2014,7,session_0,run_0,1,13,0.962719298245614
2109,009-2014,7,session_0,run_0,1,14,0.9627192982456141
2110,009-2014,7,session_0,run_0,1,15,0.9638157894736843
2111,009-2014,7,session_0,run_0,1,16,0.9660087719298246
2112,009-2014,7,session_0,run_0,2,1,0.9786184210526315
2113,009-2014,7,session_0,run_0,2,2,0.9599780701754386
2114,009-2014,7,session_0,run_0,2,3,0.9429824561403509
2115,009-2014,7,session_0,run_0,2,4,0.9364035087719298
2116,009-2014,7,session_0,run_0,2,5,0.9572368421052632
2117,009-2014,7,session_0,run_0,2,6,0.9533991228070176
2118,009-2014,7,session_0,run_0,2,7,0.9539473684210525
2119,009-2014,7,session_0,run_0,2,8,0.9632675438596491
2120,009-2014,7,session_0,run_0,2,9,0.9632675438596491
2121,009-2014,7,session_0,run_0,2,10,0.9638157894736842
2122,009-2014,7,session_0,run_0,2,11,0.9599780701754386
2123,009-2014,7,session_0,run_0,2,12,0.9588815789473684
2124,009-2014,7,session_0,run_0,2,13,0.9572368421052632
2125,009-2014,7,session_0,run_0,2,14,0.9418859649122807
2126,009-2014,7,session_0,run_0,2,15,0.9424342105263157
2127,009-2014,7,session_0,run_0,2,16,0.9396929824561403
2128,009-2014,7,session_0,run_0,3,1,0.9336622807017544
2129,009-2014,7,session_0,run_0,3,2,0.9303728070175439
2130,009-2014,7,session_0,run_0,3,3,0.9320175438596492
2131,009-2014,7,session_0,run_0,3,4,0.9089912280701755
2132,009-2014,7,session_0,run_0,3,5,0.912828947368421
2133,009-2014,7,session_0,run_0,3,6,0.8952850877192983
2134,009-2014,7,session_0,run_0,3,7,0.8695175438596492
2135,009-2014,7,session_0,run_0,3,8,0.8514254385964912
2136,009-2014,7,session_0,run_0,3,9,0.8508771929824561
2137,009-2014,7,session_0,run_0,3,10,0.8508771929824561
2138,009-2014,7,session_0,run_0,3,11,0.856359649122807
2139,009-2014,7,session_0,run_0,3,12,0.856907894736842
2140,009-2014,7,session_0,run_0,3,13,0.862390350877193
2141,009-2014,7,session_0,run_0,3,14,0.8733552631578949
2142,009-2014,7,session_0,run_0,3,15,0.8793859649122806
2143,009-2014,7,session_0,run_0,3,16,0.8788377192982456
2144,009-2014,7,session_0,run_0,4,1,0.8832236842105263
2145,009-2014,7,session_0,run_0,4,2,0.9024122807017544
2146,009-2014,7,session_0,run_0,4,3,0.8941885964912281
2147,009-2014,7,session_0,run_0,4,4,0.8898026315789473
2148,009-2014,7,session_0,run_0,4,5,0.8837719298245613
2149,009-2014,7,session_0,run_0,4,6,0.8881578947368421
2150,009-2014,7,session_0,run_0,4,7,0.8908991228070176
2151,009-2014,7,session_0,run_0,4,8,0.8903508771929823
2152,009-2014,7,session_0,run_0,4,9,0.8865131578947368
2153,009-2014,7,session_0,run_0,4,10,0.8898026315789473
2154,009-2014,7,session_0,run_0,4,11,0.8859649122807017
2155,009-2014,7,session_0,run_0,4,12,0.8919956140350876
2156,009-2014,7,session_0,run_0,4,13,0.8892543859649122
2157,009-2014,7,session_0,run_0,4,14,0.8887061403508771
2158,009-2014,7,session_0,run_0,4,15,0.8876096491228069
2159,009-2014,7,session_0,run_0,4,16,0.8804824561403508
2160,009-2014,7,session_1,run_0,0,1,0.9161458333333333
2161,009-2014,7,session_1,run_0,0,2,0.9369791666666667
2162,009-2014,7,session_1,run_0,0,3,0.934375
2163,009-2014,7,session_1,run_0,0,4,0.9276041666666667
2164,009-2014,7,session_1,run_0,0,5,0.9114583333333333
2165,009-2014,7,session_1,run_0,0,6,0.9255208333333333
2166,009-2014,7,session_1,run_0,0,7,0.928125
2167,009-2014,7,session_1,run_0,0,8,0.9218749999999999
2168,009-2014,7,session_1,run_0,0,9,0.9229166666666667
2169,009-2014,7,session_1,run_0,0,10,0.9234375
2170,009-2014,7,session_1,run_0,0,11,0.9229166666666667
2171,009-2014,7,session_1,run_0,0,12,0.928125
2172,009-2014,7,session_1,run_0,0,13,0.9375
2173,009-2014,7,session_1,run_0,0,14,0.9348958333333334
2174,009-2014,7,session_1,run_0,0,15,0.9375
2175,009-2014,7,session_1,run_0,0,16,0.9359375000000001
2176,009-2014,7,session_1,run_0,1,1,0.9462719298245614
2177,009-2014,7,session_1,run_0,1,2,0.949013157894737
2178,009-2014,7,session_1,run_0,1,3,0.9512061403508771
2179,009-2014,7,session_1,run_0,1,4,0.9512061403508771
2180,009-2014,7,session_1,run_0,1,5,0.9512061403508771
2181,009-2014,7,session_1,run_0,1,6,0.9523026315789473
2182,009-2014,7,session_1,run_0,1,7,0.9588815789473685
2183,009-2014,7,session_1,run_0,1,8,0.9665570175438596
2184,009-2014,7,session_1,run_0,1,9,0.9698464912280702
2185,009-2014,7,session_1,run_0,1,10,0.9660087719298245
2186,009-2014,7,session_1,run_0,1,11,0.9643640350877194
2187,009-2014,7,session_1,run_0,1,12,0.9632675438596492
2188,009-2014,7,session_1,run_0,1,13,0.962171052631579
2189,009-2014,7,session_1,run_0,1,14,0.962171052631579
2190,009-2014,7,session_1,run_0,1,15,0.9638157894736842
2191,009-2014,7,session_1,run_0,1,16,0.9632675438596492
2192,009-2014,7,session_1,run_0,2,1,0.9446271929824561
2193,009-2014,7,session_1,run_0,2,2,0.9342105263157895
2194,009-2014,7,session_1,run_0,2,3,0.9342105263157895
2195,009-2014,7,session_1,run_0,2,4,0.9243421052631579
2196,009-2014,7,session_1,run_0,2,5,0.9281798245614035
2197,009-2014,7,session_1,run_0,2,6,0.9473684210526316
2198,009-2014,7,session_1,run_0,2,7,0.9424342105263157
2199,009-2014,7,session_1,run_0,2,8,0.9468201754385965
2200,009-2014,7,session_1,run_0,2,9,0.9495614035087719
2201,009-2014,7,session_1,run_0,2,10,0.950109649122807
2202,009-2014,7,session_1,run_0,2,11,0.9490131578947368
2203,009-2014,7,session_1,run_0,2,12,0.9512061403508771
2204,009-2014,7,session_1,run_0,2,13,0.9523026315789473
2205,009-2014,7,session_1,run_0,2,14,0.9495614035087719
2206,009-2014,7,session_1,run_0,2,15,0.9479166666666666
2207,009-2014,7,session_1,run_0,2,16,0.9457236842105263
2208,009-2014,7,session_1,run_0,3,1,0.9380482456140351
2209,009-2014,7,session_1,run_0,3,2,0.9484649122807017
2210,009-2014,7,session_1,run_0,3,3,0.9380482456140351
2211,009-2014,7,session_1,run_0,3,4,0.9512061403508772
2212,009-2014,7,session_1,run_0,3,5,0.9468201754385964
2213,009-2014,7,session_1,run_0,3,6,0.9490131578947368
2214,009-2014,7,session_1,run_0,3,7,0.9468201754385965
2215,009-2014,7,session_1,run_0,3,8,0.950109649122807
2216,009-2014,7,session_1,run_0,3,9,0.9468201754385965
2217,009-2014,7,session_1,run_0,3,10,0.9457236842105263
2218,009-2014,7,session_1,run_0,3,11,0.9446271929824561
2219,009-2014,7,session_1,run_0,3,12,0.9451754385964912
2220,009-2014,7,session_1,run_0,3,13,0.9451754385964912
2221,009-2014,7,session_1,run_0,3,14,0.9462719298245613
2222,009-2014,7,session_1,run_0,3,15,0.9391447368421053
2223,009-2014,7,session_1,run_0,3,16,0.9369517543859649
2224,009-2014,7,session_1,run_0,4,1,0.8525219298245613
2225,009-2014,7,session_1,run_0,4,2,0.8190789473684211
2226,009-2014,7,session_1,run_0,4,3,0.8541666666666666
2227,009-2014,7,session_1,run_0,4,4,0.8645833333333333
2228,009-2014,7,session_1,run_0,4,5,0.8629385964912281
2229,009-2014,7,session_1,run_0,4,6,0.8678728070175439
2230,009-2014,7,session_1,run_0,4,7,0.8695175438596492
2231,009-2014,7,session_1,run_0,4,8,0.8717105263157895
2232,009-2014,7,session_1,run_0,4,9,0.8706140350877193
2233,009-2014,7,session_1,run_0,4,10,0.8711622807017544
2234,009-2014,7,session_1,run_0,4,11,0.8706140350877194
2235,009-2014,7,session_1,run_0,4,12,0.8717105263157895
2236,009-2014,7,session_1,run_0,4,13,0.8826754385964912
2237,009-2014,7,session_1,run_0,4,14,0.8837719298245614
2238,009-2014,7,session_1,run_0,4,15,0.8843201754385965
2239,009-2014,7,session_1,run_0,4,16,0.8843201754385965
2240,009-2014,7,session_2,run_0,0,1,0.9229166666666666
2241,009-2014,7,session_2,run_0,0,2,0.8671875
2242,009-2014,7,session_2,run_0,0,3,0.8666666666666667
2243,009-2014,7,session_2,run_0,0,4,0.875
2244,009-2014,7,session_2,run_0,0,5,0.8338541666666666
2245,009-2014,7,session_2,run_0,0,6,0.8255208333333334
2246,009-2014,7,session_2,run_0,0,7,0.8270833333333333
2247,009-2014,7,session_2,run_0,0,8,0.8270833333333333
2248,009-2014,7,session_2,run_0,0,9,0.8239583333333333
2249,009-2014,7,session_2,run_0,0,10,0.8208333333333333
2250,009-2014,7,session_2,run_0,0,11,0.8234374999999999
2251,009-2014,7,session_2,run_0,0,12,0.8234374999999999
2252,009-2014,7,session_2,run_0,0,13,0.815625
2253,009-2014,7,session_2,run_0,0,14,0.8276041666666667
2254,009-2014,7,session_2,run_0,0,15,0.8255208333333334
2255,009-2014,7,session_2,run_0,0,16,0.8234375
2256,009-2014,7,session_2,run_0,1,1,0.924890350877193
2257,009-2014,7,session_2,run_0,1,2,0.9040570175438597
2258,009-2014,7,session_2,run_0,1,3,0.9024122807017545
2259,009-2014,7,session_2,run_0,1,4,0.9018640350877193
2260,009-2014,7,session_2,run_0,1,5,0.9013157894736842
2261,009-2014,7,session_2,run_0,1,6,0.9078947368421053
2262,009-2014,7,session_2,run_0,1,7,0.9336622807017545
2263,009-2014,7,session_2,run_0,1,8,0.9298245614035088
2264,009-2014,7,session_2,run_0,1,9,0.9353070175438596
2265,009-2014,7,session_2,run_0,1,10,0.9353070175438597
2266,009-2014,7,session_2,run_0,1,11,0.912828947368421
2267,009-2014,7,session_2,run_0,1,12,0.8963815789473684
2268,009-2014,7,session_2,run_0,1,13,0.881578947368421
2269,009-2014,7,session_2,run_0,1,14,0.8481359649122806
2270,009-2014,7,session_2,run_0,1,15,0.8453947368421052
2271,009-2014,7,session_2,run_0,1,16,0.8399122807017544
2272,009-2014,7,session_2,run_0,2,1,0.8958333333333333
2273,009-2014,7,session_2,run_0,2,2,0.899671052631579
2274,009-2014,7,session_2,run_0,2,3,0.9144736842105263
2275,009-2014,7,session_2,run_0,2,4,0.9161184210526315
2276,009-2014,7,session_2,run_0,2,5,0.918859649122807
2277,009-2014,7,session_2,run_0,2,6,0.8766447368421052
2278,009-2014,7,session_2,run_0,2,7,0.8832236842105263
2279,009-2014,7,session_2,run_0,2,8,0.9117324561403508
2280,009-2014,7,session_2,run_0,2,9,0.9122807017543859
2281,009-2014,7,session_2,run_0,2,10,0.9254385964912281
2282,009-2014,7,session_2,run_0,2,11,0.9210526315789473
2283,009-2014,7,session_2,run_0,2,12,0.9221491228070176
2284,009-2014,7,session_2,run_0,2,13,0.9281798245614035
2285,009-2014,7,session_2,run_0,2,14,0.9287280701754386
2286,009-2014,7,session_2,run_0,2,15,0.9243421052631579
2287,009-2014,7,session_2,run_0,2,16,0.9237938596491228
2288,009-2014,7,session_2,run_0,3,1,0.8854166666666666
2289,009-2014,7,session_2,run_0,3,2,0.8695175438596492
2290,009-2014,7,session_2,run_0,3,3,0.8448464912280702
2291,009-2014,7,session_2,run_0,3,4,0.8459429824561403
2292,009-2014,7,session_2,run_0,3,5,0.8470394736842105
2293,009-2014,7,session_2,run_0,3,6,0.8470394736842105
2294,009-2014,7,session_2,run_0,3,7,0.8629385964912281
2295,009-2014,7,session_2,run_0,3,8,0.8640350877192982
2296,009-2014,7,session_2,run_0,3,9,0.8634868421052632
2297,009-2014,7,session_2,run_0,3,10,0.8519736842105263
2298,009-2014,7,session_2,run_0,3,11,0.8481359649122807
